0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label
0.022306560223694368,-0.01583054959206373,-0.0016796219000008675,-0.004786113411049817,0.004203097493360328,0.006646318212430628,0.002367066922346915,0.0018413306344773274,-0.0023762208353102416,-0.000355507216022998,0.00011280010757044564,-0.0008384206264030185,0.0011360285232952137,0.00018621009071444818,0.00046144492395823776,-0.00042668909655777816,-0.0002131080479608992,-0.0004207176416408424,0.0009250259532298694,0.0008704599763117347,-0.00025663024175414176,-0.0002912353222542306,0.0004168523275756904,-4.6647290936812865e-05,0.00014270185209223278,absence
0.025429521288161512,-0.0024963033546357895,0.0043823146813409325,-8.322836687576953e-05,0.004205974427345783,-0.00033511444456922666,-0.0016499719965567799,-0.0011093811025071547,0.0014178961918846226,0.00023945800022716715,0.0007799583634704654,-0.00015658596693983603,-7.059327486975893e-05,-0.0004944011499302976,0.0004935167997292898,0.00015898577342369916,0.0002819552330977515,-0.00029310509590233175,3.7830680866524275e-05,-6.0173694418457966e-05,0.00048109786929436484,-0.00022864131783840682,0.0005843595412022879,0.00025805840917195947,0.0001222490170166175,absence
0.008762789494665864,-0.012563932529606877,0.0073329943481668745,-0.009716696200497416,0.005098960048396337,-0.0018110269966285497,-0.0012820807962177347,0.0005209645007871065,-0.0010652979585655089,0.00010910970727313017,-0.00046244160475018256,1.197727473617894e-06,-0.000264956090781549,0.00035365024157931694,-0.001038594627518511,-0.000295922160295687,-0.00042440078682160176,0.00026924380420926565,0.0006517231254521805,2.383412645291089e-05,0.0003774865403197317,0.0005708363241838665,-0.0003524887231550458,9.491813813802916e-05,7.396687854274813e-05,absence
0.012778116998450651,-0.014826627549422735,0.006454469929063678,-0.0071623060674564495,0.006227629501946946,-0.0018750527346127633,-0.0020359138663369374,-0.000208147469777719,-0.00027018146471470203,0.00013836841266127672,-0.00033602623100342517,0.0008937689021699981,-5.4631682991590665e-05,0.0007489533588954533,-0.000875086975181203,-0.0006064762377266068,-0.0007332895767716595,-5.970266881371276e-07,0.00020568681592011571,-6.168592646302339e-06,0.0004055386952437146,-0.00021354485983180604,-0.00020129652404850674,-0.0003974614954419061,6.865700234370343e-05,absence
-0.010178408791873995,-0.009743165747274374,-0.00016494740282162147,-0.0030372983031306906,-0.0004939537524343159,-0.0008025041752704083,-0.002088353891136612,-0.00115598466679464,0.0003176339555060769,-0.0008199134739269968,0.00028506429279687346,-0.0010615121847014324,0.00041456954154252734,0.0007165691995092984,-1.1119650883728235e-05,4.373861156195134e-06,0.0007149215316966014,0.00011223559431704428,-0.00010816096069063132,-0.000194358693134046,-0.00015320087600487762,0.0003289882631371924,0.0004084524006189676,-0.00011944448054519691,-6.467832257542365e-05,absence
0.007190027041214216,0.0008538541219920511,-0.002760960924472995,0.005376424945208997,-0.002746563241929601,-0.0012781957475592812,-0.0005627201024999537,-0.0009832718324586554,-0.0013953313227392527,0.0011054475568111671,-0.0005581274010164545,-0.00021786747272930986,0.0002893070442739372,0.0007358119327134176,-0.0005263776148416956,9.863380549466022e-05,-1.3007351132239325e-05,-0.0007812618973777365,0.0003730235629596574,4.616514127807697e-05,0.00012121933000475962,0.00016414684037607135,0.0004696829243541011,-0.00023305476247785885,-0.0001820258687788943,absence
-0.025097233413430193,-0.009071097528772252,0.0022167203365529966,-0.000997350664518633,0.0018659146546724915,-0.003262607130533365,0.0005069345134028779,-0.0009263295525993407,-0.00018253888495724127,0.0023861580409494224,-3.940382986824663e-05,-0.0006671602602236336,0.00017261093478766355,-0.0002140375958827311,0.00043581488727759506,0.00034245980740456186,-7.942455162403565e-05,0.0002667458276447753,7.61079587739703e-06,0.00018304364215707353,-0.00035992016480215257,0.0002448543837338844,-0.0001535507802507567,0.00012452482159463268,0.00026540911543445874,absence
0.003406617775959354,-0.007974748106952477,-0.0009942592085165985,-0.00024951022268146467,0.0002033436282490411,-0.004060103894025631,-0.00017414675870529767,-0.000574294398317808,0.0009476263150489071,-0.0019367896353173289,0.0006094557590384872,-0.0005729200632146312,0.0001912984959519212,0.000852213170231811,3.868074695454599e-05,-5.67455306924587e-05,0.00017775996428860534,-0.00031647960338445296,-0.0005716128496473577,-0.0005638879772716888,0.00024980462384164724,6.896166398001472e-05,0.0006087379467531575,0.00023015161725052687,-0.0004666168320391882,absence
0.0036948022683782086,-0.0063452870170317595,-0.0011463662832388792,-0.0004514586129922579,-0.0004350537709583507,-0.003574662124676835,-0.0012221224220228537,-0.0005552539865403726,0.0005286429183137981,-0.0016558853849303282,0.0001877514039089438,-0.000547693446869553,0.0005188600457238447,0.0008208005013741007,-0.00021289941094448657,0.00030540791193817314,0.00019783373050654622,-0.0003204659582677854,-0.00028398031289731394,-0.00031563546563564564,0.00014842485925926614,4.100939952991024e-05,0.0004387687040567966,0.00028293530146379577,-0.000429012811555003,absence
0.01676170005535012,0.0006643507423892155,-0.0013532860080850105,0.006916551705861912,0.006410028805450982,0.0029978556346786337,0.002817862905924024,0.0005664025128785202,-0.0023667545799755958,-0.001062152511991016,0.0018264493121008694,-0.0006518732833828886,-0.0018812972058184776,-0.00011897594574239488,-0.001160839306267984,0.0007841581563213336,0.001209209358335061,0.00036218435287107675,-0.000291478412544147,0.00010944095199960531,0.0005901369170124411,0.00036899475919938916,-0.0005048333575464357,0.0002694073824197277,-3.948783568994893e-05,absence
-0.031778481842522695,-0.014796122563114269,0.0022715564377653323,0.001855892881739653,0.0006015330818096631,-0.0025127119399021326,-0.0006092871874554904,-0.0016891668568205591,-0.00029477712827050725,0.003343528704074045,2.3883691437376472e-05,-0.0005420293476921231,-0.0004645809988845216,2.274408691090024e-05,0.0001434217041595801,0.000671201610652761,-5.455372157189961e-05,-0.0002731017771954971,0.00022138083872139184,0.000350764401123054,4.5099024234450326e-05,-0.00013672521197312027,-0.00020095177960422367,0.0003063331482329011,8.114169585084435e-05,absence
